,0,int,str,str,float,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
0,,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,E,SAC,SF
952,2013,22,강정호,넥센,0.291,126,532,450,67,131,21,1,22,220,96,,,,,,,,2,6
953,2013,23,나지완,KIA,0.287,125,522,435,57,125,18,0,21,206,96,,,,,,,,1,5
954,2013,24,이택근,넥센,0.287,123,536,477,73,137,31,1,9,197,66,,,,,,,,6,7
955,2013,25,정현석,한화,0.287,121,403,356,47,102,15,1,4,131,27,,,,,,,,3,0
956,2013,26,박한이,삼성,0.284,112,466,394,56,112,12,3,6,148,55,,,,,,,,18,2
957,2013,27,김민성,넥센,0.282,128,523,458,60,129,24,2,15,202,72,,,,,,,,3,4
958,2013,28,조영훈,NC,0.282,120,426,380,38,107,26,3,6,157,39,,,,,,,,3,2
959,2013,29,정근우,SK,0.28,112,476,407,64,114,19,3,9,166,35,,,,,,,,11,1
960,2013,30,이호준,NC,0.278,126,508,442,46,123,25,1,20,210,87,,,,,,,,0,5
961,2014,1,서건창,넥센,0.37,128,616,543,135,201,41,17,7,297,67,,,,,,,,4,2
962,2014,2,김태균,한화,0.365,118,508,422,66,154,30,0,18,238,84,,,,,,,,0,5
963,2014,3,손아섭,롯데,0.362,122,570,483,105,175,25,3,18,260,80,,,,,,,,0,2
964,2014,4,강정호,넥센,0.356,117,501,418,103,149,36,2,40,309,117,,,,,,,,0,2
965,2014,5,최형우,삼성,0.356,113,493,430,92,153,33,0,31,279,100,,,,,,,,0,6
966,2014,6,김주찬,KIA,0.346,100,442,399,72,138,32,4,9,205,46,,,,,,,,6,2
967,2014,7,민병헌,두산,0.345,124,527,470,85,162,31,3,12,235,79,,,,,,,,8,6
968,2014,8,테임즈,NC,0.343,125,514,443,95,152,30,6,37,305,121,,,,,,,,0,6
969,2014,9,박용택,LG,0.343,124,549,464,71,159,24,2,9,214,73,,,,,,,,2,7
970,2014,10,안치홍,KIA,0.339,126,479,434,65,147,31,2,18,236,88,,,,,,,,2,4
971,2014,11,이재원,SK,0.337,120,484,412,48,139,30,2,12,209,83,,,,,,,,0,11
972,2014,12,박한이,삼성,0.331,125,567,472,83,156,22,2,9,209,80,,,,,,,,24,5
973,2014,13,나성범,NC,0.329,123,536,477,88,157,28,5,30,285,101,,,,,,,,1,1
974,2014,14,정성훈,LG,0.329,112,455,383,71,126,25,1,13,192,59,,,,,,,,2,4
975,2014,15,피에,한화,0.326,119,498,445,61,145,33,2,17,233,92,,,,,,,,0,12
976,2014,16,이진영,LG,0.325,119,468,412,53,134,19,2,6,175,65,,,,,,,,2,9
977,2014,17,이대형,KIA,0.323,126,505,461,75,149,15,9,1,185,40,,,,,,,,5,2
978,2014,18,김현수,두산,0.322,125,528,463,75,149,26,0,17,226,90,,,,,,,,0,5
979,2014,19,황재균,롯데,0.321,128,550,486,66,156,33,3,12,231,76,,,,,,,,4,4
980,2014,20,오재원,두산,0.318,110,420,359,60,114,21,6,5,162,40,,,,,,,,9,0
981,2014,21,채태인,삼성,0.317,124,541,492,69,156,38,1,14,238,99,,,,,,,,0,6
982,2014,22,송광민,한화,0.316,103,421,389,52,123,22,2,11,182,58,,,,,,,,4,2
983,2014,23,유한준,넥센,0.316,122,469,405,71,128,31,0,20,219,91,,,,,,,,8,7
984,2014,24,홍성흔,두산,0.315,124,521,447,63,141,19,1,20,222,82,,,,,,,,5,1
985,2014,25,박석민,삼성,0.315,110,425,356,77,112,21,0,27,214,72,,,,,,,,0,3
986,2014,26,나지완,KIA,0.312,118,470,398,64,124,22,0,19,203,79,,,,,,,,0,6
987,2014,27,박정권,SK,0.31,120,499,452,81,140,33,2,27,258,109,,,,,,,,0,4
988,2014,28,박종윤,롯데,0.309,123,476,440,59,136,31,4,7,196,73,,,,,,,,4,6
989,2014,29,칸투,두산,0.309,111,419,376,56,116,25,1,18,197,72,,,,,,,,0,2
990,2014,30,이승엽,삼성,0.308,127,548,506,83,156,30,0,32,282,101,,,,,,,,0,2
991,2015,1,테임즈,NC,0.381,142,595,472,130,180,42,5,47,373,140,,,,,,,,0,7
992,2015,2,유한준,넥센,0.362,139,598,520,103,188,42,1,23,301,116,,,,,,,,1,8
993,2015,3,구자욱,삼성,0.349,116,465,410,97,143,33,5,11,219,57,,,,,,,,0,4
994,2015,4,마르테,KT,0.348,115,487,425,85,148,32,1,20,242,89,,,,,,,,0,8
995,2015,5,박병호,넥센,0.343,140,622,528,129,181,35,1,53,377,146,,,,,,,,0,4
996,2015,6,이용규,한화,0.341,124,585,493,94,168,15,7,4,209,42,,,,,,,,11,4
997,2015,7,이승엽,삼성,0.332,122,522,470,87,156,28,1,26,264,90,,,,,,,,0,6
998,2015,8,박용택,LG,0.326,128,533,487,66,159,28,2,18,245,83,,,,,,,,1,7
999,2015,9,나성범,NC,0.326,144,622,564,112,184,34,5,28,312,135,,,,,,,,3,8
1000,2015,10,김현수,두산,0.326,141,630,512,103,167,26,0,28,277,121,,,,,,,,0,9
1001,2015,11,양의지,두산,0.326,132,513,442,70,144,27,0,20,231,93,,,,,,,,2,6
1002,2015,12,필,KIA,0.325,143,591,536,81,174,35,1,22,277,101,,,,,,,,0,9
1003,2015,13,박석민,삼성,0.321,135,559,448,90,144,25,0,26,247,116,,,,,,,,1,8
1004,2015,14,최형우,삼성,0.318,144,637,547,94,174,33,1,33,308,123,,,,,,,,0,8
1005,2015,15,손아섭,롯데,0.317,116,517,445,86,141,28,1,13,210,54,,,,,,,,0,3
1006,2015,16,허경민,두산,0.317,117,453,404,64,128,20,2,1,155,41,,,,,,,,8,3
1007,2015,17,정근우,한화,0.316,126,552,468,99,148,30,2,12,218,66,,,,,,,,13,2
1008,2015,18,김태균,한화,0.316,133,524,408,61,129,28,0,21,220,104,,,,,,,,1,5
1009,2015,19,이명기,SK,0.315,137,582,521,88,164,30,2,3,207,35,,,,,,,,11,4
1010,2015,20,아두치,롯데,0.314,132,594,526,105,165,34,5,28,293,106,,,,,,,,1,4
1011,2015,21,강민호,롯데,0.311,123,456,380,63,118,18,1,35,243,86,,,,,,,,0,2
1012,2015,22,김재호,두산,0.307,133,488,410,63,126,24,3,3,165,50,,,,,,,,14,7
1013,2015,23,최준석,롯데,0.306,144,618,507,78,155,18,1,31,268,109,,,,,,,,1,1
1014,2015,24,박민우,NC,0.304,141,617,520,111,158,31,6,3,210,47,,,,,,,,3,7
1015,2015,25,민병헌,두산,0.303,129,561,491,80,149,20,2,12,209,75,,,,,,,,6,6
1016,2015,26,김민성,넥센,0.303,118,489,445,60,135,24,0,16,207,71,,,,,,,,2,3
1017,2015,27,이대형,KT,0.302,140,616,546,86,165,23,3,0,194,37,,,,,,,,10,1
1018,2015,28,정훈,롯데,0.3,135,562,486,85,146,27,2,9,204,62,,,,,,,,7,3
1019,2015,29,김성현,SK,0.297,129,449,397,49,118,20,0,8,162,48,,,,,,,,12,2
1020,2015,30,정수빈,두산,0.295,128,570,491,79,145,27,7,2,192,59,,,,,,,,19,6
1021,2016,1,최형우,삼성,0.376,138,618,519,99,195,46,2,31,338,144,,,,,,,,0,7
1022,2016,2,김태균,한화,0.365,144,652,529,94,193,39,0,23,301,136,,,,,,,,0,6
1023,2016,3,이용규,한화,0.352,113,530,452,98,159,20,4,3,196,41,,,,,,,,7,1
1024,2016,4,김주찬,KIA,0.346,130,555,511,97,177,37,3,23,289,101,,,,,,,,1,6
1025,2016,5,박용택,LG,0.346,138,578,509,84,176,24,0,11,233,90,,,,,,,,0,7
1026,2016,6,구자욱,삼성,0.343,108,495,428,105,147,19,13,14,234,77,,,,,,,,2,5
1027,2016,7,박민우,NC,0.343,121,515,435,84,149,16,6,3,186,55,,,,,,,,10,7
1028,2016,8,유한준,KT,0.336,110,460,408,70,137,22,0,14,201,64,,,,,,,,0,3
1029,2016,9,황재균,롯데,0.335,127,559,498,97,167,26,5,27,284,113,,,,,,,,0,8
1030,2016,10,박건우,두산,0.335,132,540,484,95,162,36,4,20,266,83,,,,,,,,4,5
1031,2016,11,고종욱,넥센,0.334,133,566,527,92,176,22,9,8,240,72,,,,,,,,1,5
1032,2016,12,김재환,두산,0.325,134,568,492,107,160,32,3,37,309,124,,,,,,,,0,5
1033,2016,13,송광민,한화,0.325,116,494,449,80,146,27,2,17,228,83,,,,,,,,7,6
1034,2016,14,김문호,롯데,0.325,140,599,526,77,171,28,3,7,226,70,,,,,,,,3,2
1035,2016,15,서건창,넥센,0.325,140,646,560,111,182,30,7,7,247,63,,,,,,,,3,4
1036,2016,16,민병헌,두산,0.325,134,579,511,98,166,31,4,16,253,87,,,,,,,,1,4
1037,2016,17,손아섭,롯데,0.323,144,672,575,118,186,33,1,16,269,81,,,,,,,,0,2
1038,2016,18,강민호,롯데,0.323,116,460,381,65,123,26,0,20,209,72,,,,,,,,0,3
1039,2016,19,로사리오,한화,0.321,127,532,492,78,158,31,2,33,292,120,,,,,,,,1,2
1040,2016,20,테임즈,NC,0.321,123,529,436,118,140,30,3,40,296,121,,,,,,,,0,7
1041,2016,21,이대형,KT,0.32,143,654,600,89,192,14,3,1,215,42,,,,,,,,7,1
1042,2016,22,김성현,SK,0.319,138,530,479,66,153,28,0,8,205,65,,,,,,,,5,7
1043,2016,23,오재일,두산,0.316,105,455,380,69,120,20,2,27,225,92,,,,,,,,2,7
1044,2016,24,박경수,KT,0.313,121,476,402,64,126,22,1,20,210,80,,,,,,,,0,4
1045,2016,25,채은성,LG,0.313,128,451,403,64,126,20,3,9,179,81,,,,,,,,2,8
1046,2016,26,필,KIA,0.313,132,544,499,71,156,37,1,20,255,86,,,,,,,,0,7
1047,2016,27,정의윤,SK,0.311,144,616,576,68,179,32,1,27,294,100,,,,,,,,0,5
1048,2016,28,김재호,두산,0.31,137,496,416,69,129,27,3,7,183,78,,,,,,,,5,13
1049,2016,29,이범호,KIA,0.31,138,560,484,93,150,23,0,33,272,108,,,,,,,,0,7
1050,2016,30,정근우,한화,0.31,138,650,575,121,178,31,2,18,267,88,,,,,,,,1,5
1051,2017,1,김선빈,KIA,0.37,137,529,476,84,176,34,1,5,227,64,,,,,,,,5,4
1052,2017,2,박건우,두산,0.366,131,543,483,91,177,40,2,20,281,78,,,,,,,,5,4
1053,2017,3,박민우,NC,0.363,106,452,388,84,141,25,4,3,183,47,,,,,,,,3,4
1054,2017,4,나성범,NC,0.347,125,561,498,103,173,42,2,24,291,99,,,,,,,,0,3
1055,2017,5,박용택,LG,0.344,138,596,509,83,175,23,2,14,244,90,,,,,,,,0,9
1056,2017,6,최형우,KIA,0.342,142,629,514,98,176,36,3,26,296,120,,,,,,,,0,8
1057,2017,7,김재환,두산,0.34,144,636,544,110,185,34,2,35,328,115,,,,,,,,0,4
1058,2017,8,로사리오,한화,0.339,119,510,445,100,151,30,1,37,294,111,,,,,,,,0,5
1059,2017,9,손아섭,롯데,0.335,144,667,576,113,193,35,4,20,296,80,,,,,,,,1,3
1060,2017,10,서건창,넥센,0.332,139,615,539,87,179,28,3,6,231,76,,,,,,,,2,6
1061,2017,11,이명기,KIA,0.332,115,512,464,79,154,24,4,9,213,63,,,,,,,,14,3
1062,2017,12,송광민,한화,0.327,117,473,437,71,143,26,0,13,208,75,,,,,,,,4,8
1063,2017,13,이정후,넥센,0.324,144,622,552,111,179,29,8,2,230,47,,,,,,,,2,2
1064,2017,14,전준우,롯데,0.321,110,496,455,76,146,27,1,18,229,69,,,,,,,,2,2
1065,2017,15,이대호,롯데,0.32,142,608,540,73,173,13,0,34,288,111,,,,,,,,0,3
1066,2017,16,버나디나,KIA,0.32,139,621,557,118,178,26,8,27,301,111,,,,,,,,3,9
1067,2017,17,최정,SK,0.316,130,527,430,89,136,18,1,46,294,113,,,,,,,,0,8
1068,2017,18,안치홍,KIA,0.316,132,545,487,95,154,29,2,21,250,93,,,,,,,,6,5
1069,2017,19,러프,삼성,0.315,134,591,515,90,162,38,0,31,293,124,,,,,,,,0,4
1070,2017,20,윤석민,KT,0.312,142,586,538,90,168,30,1,20,260,105,,,,,,,,0,7
1071,2017,21,모창민,NC,0.312,136,527,474,64,148,25,3,17,230,90,,,,,,,,3,9
1072,2017,22,고종욱,넥센,0.312,123,453,426,70,133,24,8,8,197,54,,,,,,,,0,2
1073,2017,23,구자욱,삼성,0.31,144,647,564,108,175,39,10,21,297,107,,,,,,,,0,10
1074,2017,24,김주찬,KIA,0.309,122,478,440,78,136,39,2,12,215,70,,,,,,,,2,1
1075,2017,25,오재일,두산,0.306,128,466,412,62,126,27,0,26,231,89,,,,,,,,1,3
1076,2017,26,유한준,KT,0.306,133,497,445,52,136,19,0,13,194,68,,,,,,,,2,3
1077,2017,27,민병헌,두산,0.304,123,520,447,73,136,21,0,14,199,71,,,,,,,,1,6
1078,2017,28,강한울,삼성,0.303,135,448,412,58,125,9,3,0,140,24,,,,,,,,9,1
1079,2017,29,번즈,롯데,0.303,116,468,423,71,128,38,0,15,211,57,,,,,,,,2,3
1080,2017,30,김하성,넥센,0.302,141,601,526,90,159,36,3,23,270,114,,,,,,,,2,7
1081,2018,1,김현수,LG,0.362,117,511,453,95,164,39,2,20,267,101,,,,,,,,0,10
1082,2018,2,양의지,두산,0.358,133,503,439,84,157,29,1,23,257,77,,,,,,,,0,6
1083,2018,3,이정후,넥센,0.355,109,520,459,81,163,34,2,6,219,57,,,,,,,,3,8
1084,2018,4,박병호,넥센,0.345,113,488,400,88,138,20,0,43,287,112,,,,,,,,0,3
1085,2018,5,안치홍,KIA,0.342,130,549,494,88,169,38,1,23,278,118,,,,,,,,0,9
1086,2018,6,전준우,롯데,0.342,144,614,556,118,190,36,2,33,329,90,,,,,,,,1,2
1087,2018,7,김주찬,KIA,0.34,121,471,429,71,146,23,0,18,223,93,,,,,,,,2,10
1088,2018,8,최형우,KIA,0.339,143,609,528,92,179,34,1,25,290,103,,,,,,,,0,8
1089,2018,9,유한준,KT,0.339,121,480,428,59,145,21,1,20,228,83,,,,,,,,2,1
1090,2018,10,김재환,두산,0.334,139,602,527,104,176,36,1,44,346,133,,,,,,,,0,7
1091,2018,11,최주환,두산,0.333,138,590,519,87,173,39,6,26,302,108,,,,,,,,0,10
1092,2018,11,이대호,롯데,0.333,144,604,543,81,181,30,0,37,322,125,,,,,,,,0,4
1093,2018,13,구자욱,삼성,0.333,116,529,478,100,159,26,5,20,255,84,,,,,,,,1,2
1094,2018,14,채은성,LG,0.331,139,578,529,78,175,36,2,25,290,119,,,,,,,,0,5
1095,2018,15,러프,삼성,0.33,137,597,506,97,167,32,4,33,306,125,,,,,,,,0,8
1096,2018,16,이재원,SK,0.329,130,471,407,63,134,24,0,17,209,57,,,,,,,,4,5
1097,2018,17,손아섭,롯데,0.329,141,625,553,109,182,32,5,26,302,93,,,,,,,,1,1
1098,2018,18,박건우,두산,0.326,125,529,488,79,159,24,6,12,231,84,,,,,,,,1,2
1099,2018,19,허경민,두산,0.324,133,577,516,85,167,30,5,10,237,79,,,,,,,,5,8
1100,2018,20,박민우,NC,0.324,115,460,411,68,133,22,5,5,180,33,,,,,,,,3,4
1101,2018,21,나성범,NC,0.318,144,620,556,110,177,36,3,23,288,91,,,,,,,,0,5
1102,2018,22,민병헌,롯데,0.318,118,494,443,74,141,21,0,17,213,66,,,,,,,,2,6
1103,2018,23,로맥,SK,0.316,141,616,528,102,167,19,0,43,315,107,,,,,,,,0,6
1104,2018,24,이형종,LG,0.316,118,485,437,83,138,27,0,13,204,42,,,,,,,,5,0
1105,2018,25,오재원,두산,0.313,132,521,473,78,148,24,1,15,219,81,,,,,,,,3,2
1106,2018,26,노수광,SK,0.313,135,588,515,93,161,21,8,8,222,53,,,,,,,,9,3
1107,2018,27,김재호,두산,0.311,131,467,402,78,125,20,0,16,193,75,,,,,,,,3,6
1108,2018,28,버나디나,KIA,0.31,131,590,513,106,159,25,3,20,250,70,,,,,,,,3,1
1109,2018,29,호잉,한화,0.306,142,590,529,85,162,47,2,30,303,110,,,,,,,,0,5
1110,2018,30,로하스,KT,0.305,144,645,564,114,172,30,1,43,333,114,,,,,,,,1,2
1111,2019,1,양의지,NC,0.354,118,459,390,61,138,26,0,20,224,68,,,,,,,,0,6
1112,2019,2,페르난데스,두산,0.344,144,645,572,87,197,34,0,15,276,88,,,,,,,,0,6
1113,2019,3,박민우,NC,0.344,125,526,468,89,161,23,8,1,203,45,,,,,,,,2,6
1114,2019,4,이정후,키움,0.336,140,630,574,91,193,31,10,6,262,68,,,,,,,,3,4
1115,2019,5,강백호,KT,0.336,116,505,438,72,147,29,1,13,217,65,,,,,,,,0,4
1116,2019,6,고종욱,SK,0.323,137,513,492,76,159,25,7,3,207,56,,,,,,,,0,2
1117,2019,7,로하스,KT,0.322,142,578,521,68,168,30,3,24,276,104,,,,,,,,0,5
1118,2019,8,박건우,두산,0.319,127,537,458,83,146,27,5,10,213,64,,,,,,,,1,11
1119,2019,9,유한준,KT,0.317,139,562,501,61,159,19,1,14,222,86,,,,,,,,0,5
1120,2019,10,채은성,LG,0.315,128,514,470,59,148,18,1,12,204,72,,,,,,,,0,8
1121,2019,11,이천웅,LG,0.308,138,613,546,88,168,24,3,2,204,48,,,,,,,,4,1
1122,2019,12,김하성,키움,0.307,139,625,540,112,166,38,2,19,265,104,,,,,,,,1,7
1123,2019,13,김태균,한화,0.305,127,500,433,47,132,21,0,6,171,62,,,,,,,,0,8
1124,2019,14,샌즈,키움,0.305,139,613,525,100,160,39,1,28,285,113,,,,,,,,0,5
1125,2019,15,김현수,LG,0.304,140,595,526,75,160,37,0,11,230,82,,,,,,,,0,9
1126,2019,16,전준우,롯데,0.301,141,606,545,85,164,30,1,22,262,83,,,,,,,,1,7
1127,2019,17,서건창,키움,0.3,113,486,426,67,128,23,3,2,163,41,,,,,,,,3,5
1128,2019,18,최형우,KIA,0.3,136,555,456,65,137,31,1,17,221,86,,,,,,,,0,7
1129,2019,19,김헌곤,삼성,0.297,114,467,411,57,122,20,1,5,159,46,,,,,,,,5,6
1130,2019,20,손아섭,롯데,0.295,134,568,512,78,151,22,1,10,205,63,,,,,,,,1,2
1131,2019,21,이명기,NC,0.293,139,547,484,62,142,17,3,2,171,36,,,,,,,,7,4
1132,2019,22,오재일,두산,0.293,130,529,467,76,137,29,1,21,231,102,,,,,,,,0,4
1133,2019,23,러프,삼성,0.292,133,568,472,80,138,35,2,22,243,101,,,,,,,,0,9
1134,2019,24,최정,SK,0.292,141,606,503,86,147,27,0,29,261,99,,,,,,,,0,8
1135,2019,25,김선빈,KIA,0.292,121,447,394,55,115,22,0,3,146,40,,,,,,,,5,4
1136,2019,26,최재훈,한화,0.29,135,451,373,47,108,18,0,3,135,31,,,,,,,,4,4
1137,2019,27,허경민,두산,0.288,133,540,475,71,137,25,1,4,176,60,,,,,,,,3,11
1138,2019,28,이형종,LG,0.286,120,482,419,56,120,24,1,13,185,63,,,,,,,,1,10
1139,2019,29,이대호,롯데,0.285,135,549,485,48,138,23,1,16,211,88,,,,,,,,0,7
1140,2019,30,호잉,한화,0.284,124,525,476,74,135,26,2,18,219,73,,,,,,,,1,5
1141,2020,1,최형우,KIA,0.354,140,600,522,93,185,37,1,28,308,115,,,,,,,,0,3
1142,2020,2,손아섭,롯데,0.352,141,611,540,98,190,43,0,11,266,85,,,,,,,,1,7
1143,2020,3,로하스,KT,0.349,142,628,550,116,192,39,1,47,374,135,,,,,,,,0,8
1144,2020,4,박민우,NC,0.345,126,530,467,82,161,27,5,8,222,63,,,,,,,,2,10
1145,2020,5,페르난데스,두산,0.34,144,668,586,104,199,29,0,21,291,105,,,,,,,,0,11
1146,2020,6,이정후,키움,0.333,140,617,544,85,181,49,5,15,285,101,,,,,,,,2,8
1147,2020,7,허경민,두산,0.332,117,487,437,70,145,25,1,7,193,58,,,,,,,,3,7
1148,2020,8,김현수,LG,0.331,142,619,547,98,181,35,2,22,286,119,,,,,,,,0,7
1149,2020,9,강백호,KT,0.33,129,574,500,95,165,36,1,23,272,89,,,,,,,,0,3
1150,2020,10,양의지,NC,0.328,130,528,461,86,151,26,1,33,278,124,,,,,,,,1,6
1151,2020,11,나성범,NC,0.324,130,584,525,115,170,37,2,34,313,112,,,,,,,,0,1
1152,2020,12,황재균,KT,0.312,134,600,541,108,169,35,5,21,277,97,,,,,,,,3,4
1153,2020,13,김동엽,삼성,0.312,115,451,413,60,129,21,0,20,210,74,,,,,,,,1,4
1154,2020,14,오재일,두산,0.312,127,534,471,62,147,32,0,16,227,89,,,,,,,,0,2
1155,2020,15,구자욱,삼성,0.307,118,510,446,70,137,27,2,15,213,78,,,,,,,,1,4
1156,2020,16,최주환,두산,0.306,140,574,509,63,156,29,4,16,241,88,,,,,,,,1,10
1157,2020,17,터커,KIA,0.306,142,631,542,100,166,40,0,32,302,113,,,,,,,,0,4
1158,2020,18,박석민,NC,0.306,123,448,356,58,109,15,0,14,166,63,,,,,,,,2,4
1159,2020,19,이명기,NC,0.306,136,540,477,82,146,18,3,2,176,45,,,,,,,,5,4
1160,2020,20,김하성,키움,0.306,138,622,533,111,163,24,1,30,279,109,,,,,,,,3,3
1161,2020,21,김상수,삼성,0.304,120,471,404,71,123,18,3,5,162,47,,,,,,,,2,2
1162,2020,22,박건우,두산,0.304,129,551,487,103,148,40,0,14,230,70,,,,,,,,3,7
1163,2020,23,오지환,LG,0.3,141,591,527,95,158,41,7,10,243,71,,,,,,,,5,5
1164,2020,24,정수빈,두산,0.298,141,559,490,84,146,17,8,5,194,59,,,,,,,,7,5
1165,2020,25,조용호,KT,0.296,132,482,409,73,121,15,0,0,136,32,,,,,,,,5,2
1166,2020,26,정훈,롯데,0.295,111,476,410,72,121,19,1,11,175,58,,,,,,,,2,4
1167,2020,27,채은성,LG,0.293,109,464,416,59,122,17,2,15,188,88,,,,,,,,0,7
1168,2020,28,이대호,롯데,0.292,144,611,542,67,158,27,0,20,245,110,,,,,,,,0,11
1169,2020,29,나지완,KIA,0.291,137,556,468,73,136,19,1,17,208,92,,,,,,,,0,6
1170,2020,30,박해민,삼성,0.29,132,541,489,84,142,18,5,11,203,55,,,,,,,,7,3
1171,2021,1,이정후,키움,0.36,123,544,464,78,167,42,6,7,242,84,,,,,,,,0,9
1172,2021,2,전준우,롯데,0.348,144,619,552,88,192,46,0,7,259,92,,,,,,,,1,8
1173,2021,3,강백호,KT,0.347,142,627,516,76,179,40,1,16,269,102,,,,,,,,0,8
1174,2021,4,홍창기,LG,0.328,144,651,524,103,172,26,2,4,214,52,,,,,,,,0,2
1175,2021,5,박건우,두산,0.325,126,525,458,82,149,31,2,6,202,63,,,,,,,,0,6
1176,2021,6,양의지,NC,0.325,141,570,480,81,156,29,2,30,279,111,,,,,,,,0,10
1177,2021,7,손아섭,롯데,0.319,139,610,542,88,173,29,2,3,215,58,,,,,,,,3,1
1178,2021,8,페르난데스,두산,0.315,141,617,540,73,170,24,0,15,239,81,,,,,,,,0,6
1179,2021,9,김선빈,KIA,0.307,130,564,501,55,154,32,0,5,201,67,,,,,,,,1,5
1180,2021,10,안치홍,롯데,0.306,119,490,421,58,129,30,2,10,193,82,,,,,,,,5,9
1181,2021,11,구자욱,삼성,0.306,139,610,543,107,166,30,10,22,282,88,,,,,,,,1,12
1182,2021,12,김혜성,키움,0.304,144,635,559,99,170,20,3,3,205,66,,,,,,,,0,10
1183,2021,13,박성한,SSG,0.302,135,471,407,53,123,21,1,4,158,44,,,,,,,,12,2
1184,2021,14,이용규,키움,0.296,133,547,459,88,136,16,8,1,171,43,,,,,,,,6,6
1185,2021,15,최원준,KIA,0.295,143,668,589,82,174,21,6,4,219,44,,,,,,,,4,3
1186,2021,16,정훈,롯데,0.292,135,561,486,70,142,27,1,14,213,79,,,,,,,,1,3
1187,2021,17,황재균,KT,0.291,117,507,453,74,132,16,2,10,182,56,,,,,,,,1,4
1188,2021,18,박해민,삼성,0.291,127,542,454,78,132,22,1,5,171,54,,,,,,,,9,7
1189,2021,19,강민호,삼성,0.291,123,462,406,55,118,22,0,18,194,67,,,,,,,,0,7
1190,2021,20,이대호,롯데,0.286,114,465,420,39,120,11,0,19,188,81,,,,,,,,0,6
1191,2021,20,피렐라,삼성,0.286,140,621,553,102,158,25,2,29,274,97,,,,,,,,0,3
1192,2021,22,오재일,삼성,0.285,120,484,418,64,119,20,0,25,214,97,,,,,,,,0,8
1193,2021,23,김현수,LG,0.285,140,595,506,70,144,23,1,17,220,96,,,,,,,,0,9
1194,2021,24,정은원,한화,0.283,139,608,495,85,140,22,5,6,190,39,,,,,,,,4,3
1195,2021,25,나성범,NC,0.281,144,623,570,96,160,29,1,33,290,101,,,,,,,,0,4
1196,2021,26,마차도,롯데,0.279,134,539,466,83,130,21,1,5,168,58,,,,,,,,4,7
1197,2021,27,한유섬,SSG,0.278,135,519,442,71,123,18,1,31,236,95,,,,,,,,1,6
1198,2021,28,허경민,두산,0.278,136,518,468,61,130,24,1,5,171,59,,,,,,,,3,3
1199,2021,29,최정,SSG,0.278,134,555,436,92,121,17,1,35,245,100,,,,,,,,1,12
1200,2021,30,채은성,LG,0.276,110,448,387,59,107,20,0,16,175,82,,,,,,,,0,7
1201,2022,1,이정후,키움,0.349,142,627,553,85,193,36,10,23,318,113,,,,,,,,0,3
1202,2022,2,피렐라,삼성,0.342,141,630,561,102,192,33,4,28,317,109,,,,,,,,0,2
1203,2022,3,박건우,NC,0.336,111,463,408,52,137,18,1,10,187,61,,,,,,,,0,3
1204,2022,4,이대호,롯데,0.331,142,591,540,53,179,23,0,23,271,101,,,,,,,,0,6
1205,2022,5,나성범,KIA,0.32,144,649,563,92,180,39,2,21,286,97,,,,,,,,0,5
1206,2022,6,김혜성,키움,0.318,129,566,516,81,164,18,7,4,208,48,,,,,,,,0,3
1207,2022,7,문보경,LG,0.315,126,466,406,52,128,22,3,9,183,56,,,,,,,,5,7
1208,2022,8,소크라테스,KIA,0.311,127,554,514,83,160,29,7,17,254,77,,,,,,,,0,4
1209,2022,9,페르난데스,두산,0.309,139,550,508,52,157,28,0,6,203,77,,,,,,,,0,5
1210,2022,10,조용호,KT,0.308,131,531,474,52,146,18,4,3,181,44,,,,,,,,2,3
1211,2022,11,한동희,롯데,0.307,129,499,456,43,140,27,0,14,209,65,,,,,,,,0,4
1212,2022,12,전준우,롯데,0.304,120,517,470,73,143,31,1,11,209,68,,,,,,,,0,9
1213,2022,13,최지훈,SSG,0.304,144,640,569,93,173,32,4,10,243,61,,,,,,,,13,4
1214,2022,14,박성한,SSG,0.298,140,564,494,68,147,24,4,2,185,56,,,,,,,,6,2
1215,2022,15,마티니,NC,0.296,139,576,510,67,151,34,1,16,235,85,,,,,,,,0,7
1216,2022,16,채은성,LG,0.296,126,526,467,48,138,26,2,12,204,83,,,,,,,,0,11
1217,2022,17,박해민,LG,0.289,144,636,570,97,165,20,8,3,210,49,,,,,,,,7,6
1218,2022,18,허경민,두산,0.289,121,493,432,59,125,23,0,8,172,60,,,,,,,,2,7
1219,2022,19,터크먼,한화,0.289,144,648,575,88,166,37,4,12,247,43,,,,,,,,0,2
1220,2022,20,김선빈,KIA,0.287,140,587,505,51,145,23,0,3,177,61,,,,,,,,7,3
1221,2022,21,김현수,LG,0.286,141,604,524,78,150,25,2,23,248,106,,,,,,,,0,3
1222,2022,22,홍창기,LG,0.286,118,525,437,76,125,19,4,1,155,51,,,,,,,,5,5
1223,2022,23,안치홍,롯데,0.284,132,562,493,71,140,27,3,14,215,58,,,,,,,,8,5
1224,2022,24,양의지,NC,0.283,130,510,427,61,121,24,0,20,205,94,,,,,,,,0,10
1225,2022,25,노시환,한화,0.281,115,490,434,55,122,24,1,6,166,59,,,,,,,,0,4
